Source,Target,Type,Id,Label,timeset,Weight,e_correlation,e_relation
n854,n3729,Undirected,20049,,,0.442605,0.442605,Pos
n855,n1371,Undirected,20050,,,0.466736,0.466736,Pos
n855,n1399,Undirected,20051,,,0.448955,0.448955,Pos
n855,n1548,Undirected,20052,,,0.553283,0.553283,Pos
n855,n1771,Undirected,20053,,,0.4683,0.4683,Pos
n855,n1833,Undirected,20054,,,0.456606,0.456606,Pos
n855,n2238,Undirected,20055,,,0.53631,0.53631,Pos
n855,n2726,Undirected,20056,,,0.51237,0.51237,Pos
n855,n3510,Undirected,20057,,,0.45928,0.45928,Pos
n855,n4208,Undirected,20058,,,0.499724,0.499724,Pos
n855,n4287,Undirected,20059,,,0.458814,0.458814,Pos
n855,n4765,Undirected,20060,,,0.447722,0.447722,Pos
n855,n4886,Undirected,20061,,,0.475853,0.475853,Pos
n856,n1119,Undirected,20062,,,0.449676,0.449676,Pos
n856,n1245,Undirected,20063,,,0.523995,0.523995,Pos
n856,n1332,Undirected,20064,,,0.444334,0.444334,Pos
n856,n1416,Undirected,20065,,,0.523482,0.523482,Pos
n856,n1853,Undirected,20066,,,0.487766,0.487766,Pos
n856,n2515,Undirected,20067,,,0.463431,0.463431,Pos
n856,n2789,Undirected,20068,,,0.557014,0.557014,Pos
n856,n3216,Undirected,20069,,,0.462767,0.462767,Pos
n856,n3404,Undirected,20070,,,0.448468,0.448468,Pos
n856,n3677,Undirected,20071,,,0.478588,0.478588,Pos
n856,n3751,Undirected,20072,,,0.465858,0.465858,Pos
n856,n3795,Undirected,20073,,,0.479907,0.479907,Pos
n856,n3953,Undirected,20074,,,0.590148,0.590148,Pos
n856,n4040,Undirected,20075,,,0.469633,0.469633,Pos
n856,n4402,Undirected,20076,,,0.459249,0.459249,Pos
n856,n4628,Undirected,20077,,,0.450855,0.450855,Pos
n856,n4827,Undirected,20078,,,0.561379,0.561379,Pos
n856,n4829,Undirected,20079,,,0.49071,0.49071,Pos
n857,n2494,Undirected,20080,,,0.519125,0.519125,Pos
n858,n1101,Undirected,20081,,,0.441046,0.441046,Pos
n858,n1189,Undirected,20082,,,0.498237,0.498237,Pos
n858,n1223,Undirected,20083,,,0.487612,0.487612,Pos
n858,n1233,Undirected,20084,,,0.492164,0.492164,Pos
n858,n1740,Undirected,20085,,,0.453426,0.453426,Pos
n858,n1773,Undirected,20086,,,0.502859,0.502859,Pos
n858,n1974,Undirected,20087,,,0.470563,0.470563,Pos
n858,n2029,Undirected,20088,,,0.517101,0.517101,Pos
n858,n2075,Undirected,20089,,,0.48488,0.48488,Pos
n858,n2264,Undirected,20090,,,0.577546,0.577546,Pos
n858,n2403,Undirected,20091,,,0.512802,0.512802,Pos
n858,n2415,Undirected,20092,,,0.467972,0.467972,Pos
n858,n2672,Undirected,20093,,,0.458783,0.458783,Pos
n858,n2893,Undirected,20094,,,0.47169,0.47169,Pos
n858,n2957,Undirected,20095,,,0.449197,0.449197,Pos
n858,n3055,Undirected,20096,,,0.456764,0.456764,Pos
n858,n3069,Undirected,20097,,,0.516481,0.516481,Pos
n858,n3197,Undirected,20098,,,0.448432,0.448432,Pos
n858,n3230,Undirected,20099,,,0.556554,0.556554,Pos
n858,n3297,Undirected,20100,,,0.548856,0.548856,Pos
n858,n3308,Undirected,20101,,,0.476529,0.476529,Pos
n858,n3332,Undirected,20102,,,0.474795,0.474795,Pos
n858,n3375,Undirected,20103,,,0.449426,0.449426,Pos
n858,n3440,Undirected,20104,,,0.637654,0.637654,Pos
n858,n3441,Undirected,20105,,,0.468762,0.468762,Pos
n858,n3452,Undirected,20106,,,0.491782,0.491782,Pos
n858,n3746,Undirected,20107,,,0.510687,0.510687,Pos
n858,n4079,Undirected,20108,,,0.476908,0.476908,Pos
n858,n4341,Undirected,20109,,,0.51161,0.51161,Pos
n858,n4365,Undirected,20110,,,0.441466,0.441466,Pos
n858,n4509,Undirected,20111,,,0.588821,0.588821,Pos
n858,n4616,Undirected,20112,,,0.458925,0.458925,Pos
n858,n4721,Undirected,20113,,,0.493372,0.493372,Pos
n858,n4754,Undirected,20114,,,0.466413,0.466413,Pos
n859,n1475,Undirected,20115,,,0.470392,0.470392,Pos
n859,n2953,Undirected,20116,,,0.473463,0.473463,Pos
n859,n3491,Undirected,20117,,,0.457035,0.457035,Pos
n859,n3832,Undirected,20118,,,0.566728,0.566728,Pos
n859,n4036,Undirected,20119,,,0.4696,0.4696,Pos
n859,n4428,Undirected,20120,,,0.455344,0.455344,Pos
n859,n4465,Undirected,20121,,,0.502844,0.502844,Pos
n859,n4504,Undirected,20122,,,0.472093,0.472093,Pos
n860,n898,Undirected,20123,,,0.475858,0.475858,Pos
n860,n1253,Undirected,20124,,,0.508517,0.508517,Pos
n860,n1454,Undirected,20125,,,0.476135,0.476135,Pos
n860,n1577,Undirected,20126,,,0.4842,0.4842,Pos
n860,n1601,Undirected,20127,,,0.469288,0.469288,Pos
n860,n2142,Undirected,20128,,,0.555449,0.555449,Pos
n860,n2544,Undirected,20129,,,0.45152,0.45152,Pos
n860,n2687,Undirected,20130,,,0.476541,0.476541,Pos
n860,n2933,Undirected,20131,,,0.494846,0.494846,Pos
n860,n3291,Undirected,20132,,,0.45909,0.45909,Pos
n860,n4187,Undirected,20133,,,0.468358,0.468358,Pos
n860,n4444,Undirected,20134,,,0.536265,0.536265,Pos
n860,n4488,Undirected,20135,,,0.483188,0.483188,Pos
n860,n4970,Undirected,20136,,,0.464312,0.464312,Pos
n861,n4902,Undirected,20137,,,0.47246,0.47246,Pos
n861,n4971,Undirected,20138,,,0.468647,0.468647,Pos
n862,n1742,Undirected,20139,,,0.485717,0.485717,Pos
n862,n4169,Undirected,20140,,,0.453493,0.453493,Pos
n862,n4419,Undirected,20141,,,0.488288,0.488288,Pos
n863,n1075,Undirected,20142,,,0.48012,0.48012,Pos
n863,n1540,Undirected,20143,,,0.558579,0.558579,Pos
n863,n2587,Undirected,20144,,,0.448062,0.448062,Pos
n863,n3020,Undirected,20145,,,0.488016,0.488016,Pos
n863,n3307,Undirected,20146,,,0.569474,0.569474,Pos
n863,n3488,Undirected,20147,,,0.64162,0.64162,Pos
n863,n3572,Undirected,20148,,,0.514402,0.514402,Pos
n863,n3807,Undirected,20149,,,0.468761,0.468761,Pos
n863,n4344,Undirected,20150,,,0.471035,0.471035,Pos
n863,n4394,Undirected,20151,,,0.485243,0.485243,Pos
n863,n4543,Undirected,20152,,,0.448158,0.448158,Pos
n863,n4646,Undirected,20153,,,0.46419,0.46419,Pos
n863,n4683,Undirected,20154,,,0.532108,0.532108,Pos
n863,n4821,Undirected,20155,,,0.543463,0.543463,Pos
n864,n885,Undirected,20156,,,0.461285,0.461285,Pos
n864,n898,Undirected,20157,,,0.494297,0.494297,Pos
n864,n913,Undirected,20158,,,0.454246,0.454246,Pos
n864,n921,Undirected,20159,,,0.482691,0.482691,Pos
n864,n957,Undirected,20160,,,0.48288,0.48288,Pos
n864,n1146,Undirected,20161,,,0.47825,0.47825,Pos
n864,n1242,Undirected,20162,,,0.511255,0.511255,Pos
n864,n1281,Undirected,20163,,,0.563526,0.563526,Pos
n864,n1311,Undirected,20164,,,0.524723,0.524723,Pos
n864,n1350,Undirected,20165,,,0.541444,0.541444,Pos
n864,n1399,Undirected,20166,,,0.48273,0.48273,Pos
n864,n1427,Undirected,20167,,,0.548454,0.548454,Pos
n864,n1539,Undirected,20168,,,0.527432,0.527432,Pos
n864,n1550,Undirected,20169,,,0.444186,0.444186,Pos
n864,n1562,Undirected,20170,,,0.578426,0.578426,Pos
n864,n1577,Undirected,20171,,,0.498538,0.498538,Pos
n864,n1597,Undirected,20172,,,0.525653,0.525653,Pos
n864,n1601,Undirected,20173,,,0.508076,0.508076,Pos
n864,n1602,Undirected,20174,,,0.501393,0.501393,Pos
n864,n1682,Undirected,20175,,,0.456171,0.456171,Pos
n864,n1710,Undirected,20176,,,0.500421,0.50042,Pos
n864,n1730,Undirected,20177,,,0.570134,0.570134,Pos
n864,n1752,Undirected,20178,,,0.514477,0.514477,Pos
n864,n1790,Undirected,20179,,,0.532035,0.532035,Pos
n864,n1883,Undirected,20180,,,0.486856,0.486856,Pos
n864,n1897,Undirected,20181,,,0.481366,0.481366,Pos
n864,n1899,Undirected,20182,,,0.502774,0.502774,Pos
n864,n1948,Undirected,20183,,,0.567475,0.567475,Pos
n864,n2141,Undirected,20184,,,0.461466,0.461466,Pos
n864,n2160,Undirected,20185,,,0.442816,0.442816,Pos
n864,n2268,Undirected,20186,,,0.458652,0.458652,Pos
n864,n2301,Undirected,20187,,,0.511324,0.511324,Pos
n864,n2496,Undirected,20188,,,0.462639,0.462639,Pos
n864,n2634,Undirected,20189,,,0.521908,0.521908,Pos
n864,n2719,Undirected,20190,,,0.46232,0.46232,Pos
n864,n2928,Undirected,20191,,,0.558725,0.558725,Pos
n864,n2935,Undirected,20192,,,0.504825,0.504825,Pos
n864,n2971,Undirected,20193,,,0.544551,0.544551,Pos
n864,n3006,Undirected,20194,,,0.548491,0.548491,Pos
n864,n3041,Undirected,20195,,,0.479205,0.479205,Pos
n864,n3198,Undirected,20196,,,0.474391,0.474391,Pos
n864,n3206,Undirected,20197,,,0.572064,0.572064,Pos
n864,n3366,Undirected,20198,,,0.476944,0.476944,Pos
n864,n3400,Undirected,20199,,,0.523919,0.523919,Pos
n864,n3466,Undirected,20200,,,0.473429,0.473429,Pos
n864,n3593,Undirected,20201,,,0.486642,0.486642,Pos
n864,n3620,Undirected,20202,,,0.501031,0.501031,Pos
n864,n3723,Undirected,20203,,,0.458409,0.458409,Pos
n864,n3752,Undirected,20204,,,0.461678,0.461678,Pos
n864,n3764,Undirected,20205,,,0.544677,0.544677,Pos
n864,n3798,Undirected,20206,,,0.440546,0.440546,Pos
n864,n3819,Undirected,20207,,,0.512299,0.512299,Pos
n864,n3898,Undirected,20208,,,0.533372,0.533372,Pos
n864,n3940,Undirected,20209,,,0.49084,0.49084,Pos
n864,n3958,Undirected,20210,,,0.584142,0.584142,Pos
n864,n4027,Undirected,20211,,,0.464853,0.464853,Pos
n864,n4063,Undirected,20212,,,0.54399,0.54399,Pos
n864,n4127,Undirected,20213,,,0.572763,0.572763,Pos
n864,n4137,Undirected,20214,,,0.59982,0.59982,Pos
n864,n4252,Undirected,20215,,,0.481823,0.481823,Pos
n864,n4373,Undirected,20216,,,0.492899,0.492899,Pos
n864,n4444,Undirected,20217,,,0.467187,0.467187,Pos
n864,n4488,Undirected,20218,,,0.475318,0.475318,Pos
n864,n4582,Undirected,20219,,,0.558459,0.558459,Pos
n864,n4590,Undirected,20220,,,0.524622,0.524622,Pos
n864,n4596,Undirected,20221,,,0.455424,0.455423,Pos
n864,n4643,Undirected,20222,,,0.5191,0.5191,Pos
n864,n4685,Undirected,20223,,,0.511647,0.511647,Pos
n864,n4702,Undirected,20224,,,0.485326,0.485326,Pos
n864,n4792,Undirected,20225,,,0.618003,0.618003,Pos
n864,n4833,Undirected,20226,,,0.555929,0.555929,Pos
n864,n4941,Undirected,20227,,,0.540965,0.540965,Pos
n865,n1005,Undirected,20228,,,0.456675,0.456675,Pos
n865,n1033,Undirected,20229,,,0.450793,0.450793,Pos
n865,n1056,Undirected,20230,,,0.497138,0.497138,Pos
n865,n1086,Undirected,20231,,,0.458042,0.458042,Pos
n865,n1132,Undirected,20232,,,0.480145,0.480145,Pos
n865,n1308,Undirected,20233,,,0.597751,0.597751,Pos
n865,n1338,Undirected,20234,,,0.567206,0.567206,Pos
n865,n1473,Undirected,20235,,,0.457073,0.457073,Pos
n865,n1497,Undirected,20236,,,0.596459,0.596459,Pos
n865,n1664,Undirected,20237,,,0.570957,0.570957,Pos
n865,n2028,Undirected,20238,,,0.51624,0.51624,Pos
n865,n2212,Undirected,20239,,,0.44191,0.44191,Pos
n865,n2232,Undirected,20240,,,0.687792,0.687792,Pos
n865,n2293,Undirected,20241,,,0.57622,0.57622,Pos
n865,n2316,Undirected,20242,,,0.453166,0.453166,Pos
n865,n2392,Undirected,20243,,,0.486984,0.486984,Pos
n865,n2649,Undirected,20244,,,0.446082,0.446082,Pos
n865,n2667,Undirected,20245,,,0.498517,0.498517,Pos
n865,n2684,Undirected,20246,,,0.487183,0.487183,Pos
n865,n2829,Undirected,20247,,,0.441136,0.441136,Pos
n865,n2911,Undirected,20248,,,0.58038,0.580381,Pos
n865,n2968,Undirected,20249,,,0.57651,0.57651,Pos
n865,n3349,Undirected,20250,,,0.46307,0.46307,Pos
n865,n3479,Undirected,20251,,,0.493328,0.493328,Pos
n865,n3504,Undirected,20252,,,0.502548,0.502548,Pos
n865,n3524,Undirected,20253,,,0.453492,0.453492,Pos
n865,n3690,Undirected,20254,,,0.54908,0.54908,Pos
n865,n3833,Undirected,20255,,,0.529572,0.529572,Pos
n865,n3881,Undirected,20256,,,0.508732,0.508732,Pos
n865,n3986,Undirected,20257,,,0.472741,0.472741,Pos
n865,n3992,Undirected,20258,,,0.554742,0.554742,Pos
n865,n4156,Undirected,20259,,,0.455109,0.455109,Pos
n865,n4321,Undirected,20260,,,0.466019,0.466019,Pos
n865,n4438,Undirected,20261,,,0.483627,0.483627,Pos
n865,n4486,Undirected,20262,,,0.454344,0.454344,Pos
n865,n4516,Undirected,20263,,,0.492874,0.492874,Pos
n865,n4613,Undirected,20264,,,0.532045,0.532045,Pos
n865,n4705,Undirected,20265,,,0.457779,0.457779,Pos
n865,n4729,Undirected,20266,,,0.556153,0.556153,Pos
n865,n4779,Undirected,20267,,,0.542931,0.542931,Pos
n865,n4902,Undirected,20268,,,0.486708,0.486708,Pos
n867,n2762,Undirected,20269,,,0.442372,0.442372,Pos
n868,n1021,Undirected,20270,,,0.522006,0.522006,Pos
n868,n1097,Undirected,20271,,,0.568388,0.568388,Pos
n868,n1160,Undirected,20272,,,0.579834,0.579834,Pos
n868,n1467,Undirected,20273,,,0.535022,0.535022,Pos
n868,n1474,Undirected,20274,,,0.500996,0.500996,Pos
n868,n1509,Undirected,20275,,,0.466932,0.466932,Pos
n868,n1944,Undirected,20276,,,0.520349,0.520349,Pos
n868,n1952,Undirected,20277,,,0.443954,0.443954,Pos
n868,n2065,Undirected,20278,,,0.474997,0.474997,Pos
n868,n2097,Undirected,20279,,,0.440443,0.440443,Pos
n868,n2257,Undirected,20280,,,0.581025,0.581025,Pos
n868,n2410,Undirected,20281,,,0.464802,0.464802,Pos
n868,n2639,Undirected,20282,,,0.488545,0.488545,Pos
n868,n2886,Undirected,20283,,,0.524953,0.524953,Pos
n868,n2957,Undirected,20284,,,0.45392,0.45392,Pos
n868,n3059,Undirected,20285,,,0.570985,0.570985,Pos
n868,n3332,Undirected,20286,,,0.46841,0.46841,Pos
n868,n3716,Undirected,20287,,,0.474492,0.474492,Pos
n868,n3746,Undirected,20288,,,0.523098,0.523098,Pos
n868,n3939,Undirected,20289,,,0.443676,0.443676,Pos
n868,n4095,Undirected,20290,,,0.466737,0.466737,Pos
n868,n4113,Undirected,20291,,,0.461524,0.461524,Pos
n868,n4697,Undirected,20292,,,0.504612,0.504612,Pos
n869,n879,Undirected,20293,,,0.503472,0.503472,Pos
n869,n1169,Undirected,20294,,,0.453726,0.453726,Pos
n869,n1721,Undirected,20295,,,0.477677,0.477677,Pos
n869,n1967,Undirected,20296,,,0.445973,0.445973,Pos
n869,n2148,Undirected,20297,,,0.46296,0.46296,Pos
n869,n2314,Undirected,20298,,,0.511454,0.511454,Pos
n869,n2624,Undirected,20299,,,0.525862,0.525862,Pos
n869,n2741,Undirected,20300,,,0.700187,0.700187,Pos
n869,n3262,Undirected,20301,,,0.501601,0.501601,Pos
n869,n3298,Undirected,20302,,,0.461603,0.461603,Pos
n869,n3755,Undirected,20303,,,0.468357,0.468357,Pos
n869,n3859,Undirected,20304,,,0.515009,0.515009,Pos
n869,n4025,Undirected,20305,,,0.637204,0.637204,Pos
n869,n4167,Undirected,20306,,,0.581245,0.581245,Pos
n869,n4271,Undirected,20307,,,0.50529,0.50529,Pos
n869,n4378,Undirected,20308,,,0.459983,0.459983,Pos
n869,n4492,Undirected,20309,,,0.57012,0.57012,Pos
n869,n4603,Undirected,20310,,,0.53671,0.53671,Pos
n869,n4644,Undirected,20311,,,0.751057,0.751057,Pos
n869,n4738,Undirected,20312,,,0.487842,0.487842,Pos
n869,n4745,Undirected,20313,,,0.474914,0.474914,Pos
n869,n4932,Undirected,20314,,,0.44876,0.44876,Pos
n870,n1025,Undirected,20315,,,0.496927,0.496927,Pos
n870,n1411,Undirected,20316,,,0.487358,0.487358,Pos
n870,n3808,Undirected,20317,,,0.472141,0.472141,Pos
n870,n4130,Undirected,20318,,,0.472894,0.472894,Pos
n870,n4289,Undirected,20319,,,0.451571,0.451571,Pos
n871,n2610,Undirected,20320,,,0.462242,0.462242,Pos
n871,n4828,Undirected,20321,,,0.449591,0.449591,Pos
n872,n1135,Undirected,20322,,,0.524878,0.524878,Pos
n872,n1162,Undirected,20323,,,0.440293,0.440293,Pos
n872,n1463,Undirected,20324,,,0.466803,0.466803,Pos
n872,n1927,Undirected,20325,,,0.576828,0.576828,Pos
n872,n1992,Undirected,20326,,,0.495566,0.495566,Pos
n872,n2025,Undirected,20327,,,0.446034,0.446034,Pos
n872,n2322,Undirected,20328,,,0.567759,0.567759,Pos
n872,n2583,Undirected,20329,,,0.562243,0.562243,Pos
n872,n3934,Undirected,20330,,,0.459415,0.459415,Pos
n872,n4211,Undirected,20331,,,0.458861,0.458861,Pos
n872,n4396,Undirected,20332,,,0.585706,0.585706,Pos
n872,n4506,Undirected,20333,,,0.574072,0.574072,Pos
n874,n1777,Undirected,20334,,,0.451192,0.451192,Pos
n874,n3259,Undirected,20335,,,0.445838,0.445838,Pos
n874,n3741,Undirected,20336,,,0.520135,0.520135,Pos
n875,n1253,Undirected,20337,,,0.475701,0.475701,Pos
n875,n1454,Undirected,20338,,,0.444758,0.444758,Pos
n875,n2142,Undirected,20339,,,0.503172,0.503172,Pos
n876,n2516,Undirected,20340,,,0.48681,0.48681,Pos
n876,n2741,Undirected,20341,,,0.445778,0.445778,Pos
n876,n2987,Undirected,20342,,,0.459242,0.459242,Pos
n876,n3298,Undirected,20343,,,0.524836,0.524836,Pos
n876,n4068,Undirected,20344,,,0.467883,0.467883,Pos
n877,n907,Undirected,20345,,,0.577976,0.577976,Pos
n877,n1037,Undirected,20346,,,0.502211,0.502211,Pos
n877,n1058,Undirected,20347,,,0.611744,0.611744,Pos
n877,n1392,Undirected,20348,,,0.507076,0.507076,Pos
n877,n1587,Undirected,20349,,,0.574725,0.574725,Pos
n877,n1722,Undirected,20350,,,0.63449,0.63449,Pos
n877,n1823,Undirected,20351,,,0.503962,0.503962,Pos
n877,n1864,Undirected,20352,,,0.698243,0.698243,Pos
n877,n1877,Undirected,20353,,,0.521473,0.521473,Pos
n877,n1892,Undirected,20354,,,0.448824,0.448825,Pos
n877,n2047,Undirected,20355,,,0.556779,0.556779,Pos
n877,n2048,Undirected,20356,,,0.529528,0.529528,Pos
n877,n2808,Undirected,20357,,,0.505906,0.505906,Pos
n877,n3670,Undirected,20358,,,0.683351,0.683351,Pos
n877,n3702,Undirected,20359,,,0.720614,0.720614,Pos
n877,n3713,Undirected,20360,,,0.609339,0.609339,Pos
n877,n3724,Undirected,20361,,,0.516406,0.516406,Pos
n877,n3771,Undirected,20362,,,0.654017,0.654017,Pos
n877,n3878,Undirected,20363,,,0.509253,0.509253,Pos
n877,n3972,Undirected,20364,,,0.622312,0.622312,Pos
n877,n3998,Undirected,20365,,,0.512644,0.512644,Pos
n877,n4133,Undirected,20366,,,0.725786,0.725786,Pos
n877,n4454,Undirected,20367,,,0.567255,0.567255,Pos
n877,n4493,Undirected,20368,,,0.555616,0.555616,Pos
n877,n4495,Undirected,20369,,,0.569685,0.569685,Pos
n877,n4618,Undirected,20370,,,0.508107,0.508107,Pos
n877,n4630,Undirected,20371,,,0.594302,0.594302,Pos
n877,n4752,Undirected,20372,,,0.556533,0.556533,Pos
n877,n4846,Undirected,20373,,,0.565099,0.565099,Pos
n877,n4847,Undirected,20374,,,0.720196,0.720196,Pos
n877,n4863,Undirected,20375,,,0.441058,0.441058,Pos
n877,n4908,Undirected,20376,,,0.623352,0.623352,Pos
n878,n3334,Undirected,20377,,,0.513258,0.513258,Pos
n879,n1967,Undirected,20378,,,0.491242,0.491242,Pos
n879,n2148,Undirected,20379,,,0.463991,0.463991,Pos
n879,n2741,Undirected,20380,,,0.44337,0.44337,Pos
n879,n3137,Undirected,20381,,,0.448652,0.448652,Pos
n879,n3859,Undirected,20382,,,0.475216,0.475216,Pos
n879,n3974,Undirected,20383,,,0.47244,0.47244,Pos
n879,n4007,Undirected,20384,,,0.499844,0.499844,Pos
n879,n4025,Undirected,20385,,,0.54798,0.54798,Pos
n879,n4167,Undirected,20386,,,0.534803,0.534803,Pos
n879,n4603,Undirected,20387,,,0.463937,0.463937,Pos
n879,n4644,Undirected,20388,,,0.506991,0.506991,Pos
n879,n4932,Undirected,20389,,,0.444558,0.444558,Pos
n880,n1448,Undirected,20390,,,0.493614,0.493614,Pos
n880,n4228,Undirected,20391,,,0.527177,0.527177,Pos
n880,n4922,Undirected,20392,,,0.442223,0.442223,Pos
n881,n1051,Undirected,20393,,,0.592593,0.592593,Pos
n881,n3190,Undirected,20394,,,0.462931,0.462931,Pos
n881,n4031,Undirected,20395,,,0.468973,0.468973,Pos
n882,n950,Undirected,20396,,,0.469217,0.469217,Pos
n882,n2279,Undirected,20397,,,0.486635,0.486635,Pos
n882,n2302,Undirected,20398,,,0.447997,0.447997,Pos
n882,n2361,Undirected,20399,,,0.447685,0.447685,Pos
n882,n2959,Undirected,20400,,,0.469682,0.469682,Pos
n882,n3198,Undirected,20401,,,0.476087,0.476087,Pos
n882,n4011,Undirected,20402,,,0.442573,0.442573,Pos
n882,n4035,Undirected,20403,,,0.513371,0.513371,Pos
n882,n4248,Undirected,20404,,,0.495278,0.495278,Pos
n882,n4254,Undirected,20405,,,0.452915,0.452915,Pos
n883,n1614,Undirected,20406,,,0.464114,0.464114,Pos
n883,n2689,Undirected,20407,,,0.456198,0.456198,Pos
n883,n2714,Undirected,20408,,,0.452577,0.452577,Pos
n883,n2716,Undirected,20409,,,0.4822,0.4822,Pos
n883,n2902,Undirected,20410,,,0.486631,0.486631,Pos
n883,n3525,Undirected,20411,,,0.529207,0.529207,Pos
n883,n4000,Undirected,20412,,,0.529989,0.529989,Pos
n883,n4226,Undirected,20413,,,0.443348,0.443348,Pos
n883,n4464,Undirected,20414,,,0.546238,0.546238,Pos
n883,n4858,Undirected,20415,,,0.448418,0.448418,Pos
n885,n886,Undirected,20416,,,0.529156,0.529156,Pos
n885,n888,Undirected,20417,,,0.465356,0.465356,Pos
n885,n898,Undirected,20418,,,0.80102,0.80102,Pos
n885,n913,Undirected,20419,,,0.544697,0.544697,Pos
n885,n921,Undirected,20420,,,0.712228,0.712228,Pos
n885,n936,Undirected,20421,,,0.555248,0.555248,Pos
n885,n953,Undirected,20422,,,0.708513,0.708513,Pos
n885,n957,Undirected,20423,,,0.706372,0.706372,Pos
n885,n967,Undirected,20424,,,0.462222,0.462221,Pos
n885,n994,Undirected,20425,,,0.49852,0.49852,Pos
n885,n998,Undirected,20426,,,0.611654,0.611654,Pos
n885,n1022,Undirected,20427,,,0.567049,0.567049,Pos
n885,n1054,Undirected,20428,,,0.47045,0.47045,Pos
n885,n1059,Undirected,20429,,,0.463524,0.463524,Pos
n885,n1120,Undirected,20430,,,0.608175,0.608174,Pos
n885,n1122,Undirected,20431,,,0.51556,0.51556,Pos
n885,n1131,Undirected,20432,,,0.576979,0.576979,Pos
n885,n1146,Undirected,20433,,,0.753896,0.753896,Pos
n885,n1232,Undirected,20434,,,0.444525,0.444525,Pos
n885,n1242,Undirected,20435,,,0.752281,0.752281,Pos
n885,n1281,Undirected,20436,,,0.506608,0.506608,Pos
n885,n1311,Undirected,20437,,,0.736618,0.736618,Pos
n885,n1325,Undirected,20438,,,0.502253,0.502253,Pos
n885,n1350,Undirected,20439,,,0.789823,0.789823,Pos
n885,n1399,Undirected,20440,,,0.666878,0.666878,Pos
n885,n1409,Undirected,20441,,,0.511928,0.511928,Pos
n885,n1427,Undirected,20442,,,0.599115,0.599115,Pos
n885,n1436,Undirected,20443,,,0.510626,0.510626,Pos
n885,n1454,Undirected,20444,,,0.546358,0.546358,Pos
n885,n1470,Undirected,20445,,,0.488809,0.488809,Pos
n885,n1508,Undirected,20446,,,0.441543,0.441543,Pos
n885,n1530,Undirected,20447,,,0.463154,0.463154,Pos
n885,n1539,Undirected,20448,,,0.77342,0.77342,Pos
n885,n1550,Undirected,20449,,,0.711973,0.711974,Pos
n885,n1562,Undirected,20450,,,0.74308,0.74308,Pos
n885,n1577,Undirected,20451,,,0.801802,0.801802,Pos
n885,n1586,Undirected,20452,,,0.562375,0.562375,Pos
n885,n1597,Undirected,20453,,,0.594084,0.594084,Pos
n885,n1601,Undirected,20454,,,0.803112,0.803112,Pos
n885,n1602,Undirected,20455,,,0.698806,0.698806,Pos
n885,n1682,Undirected,20456,,,0.508768,0.508768,Pos
n885,n1683,Undirected,20457,,,0.456119,0.456119,Pos
n885,n1686,Undirected,20458,,,0.810403,0.810403,Pos
n885,n1710,Undirected,20459,,,0.794445,0.794445,Pos
n885,n1730,Undirected,20460,,,0.740511,0.740511,Pos
n885,n1752,Undirected,20461,,,0.780375,0.780375,Pos
n885,n1762,Undirected,20462,,,0.446737,0.446737,Pos
n885,n1770,Undirected,20463,,,0.475266,0.475266,Pos
n885,n1771,Undirected,20464,,,0.681443,0.681443,Pos
n885,n1782,Undirected,20465,,,0.499692,0.499692,Pos
n885,n1790,Undirected,20466,,,0.721912,0.721912,Pos
n885,n1825,Undirected,20467,,,0.617011,0.617011,Pos
n885,n1846,Undirected,20468,,,0.740414,0.740414,Pos
n885,n1855,Undirected,20469,,,0.682784,0.682784,Pos
n885,n1874,Undirected,20470,,,0.636256,0.636256,Pos
n885,n1883,Undirected,20471,,,0.522651,0.522651,Pos
n885,n1893,Undirected,20472,,,0.458007,0.458007,Pos
n885,n1897,Undirected,20473,,,0.737895,0.737895,Pos
n885,n1899,Undirected,20474,,,0.712484,0.712484,Pos
n885,n1904,Undirected,20475,,,0.574418,0.574418,Pos
n885,n1948,Undirected,20476,,,0.623754,0.623754,Pos
n885,n1962,Undirected,20477,,,0.470277,0.470277,Pos
n885,n1968,Undirected,20478,,,0.497641,0.497641,Pos
n885,n1975,Undirected,20479,,,0.471416,0.471416,Pos
n885,n2017,Undirected,20480,,,0.511518,0.511518,Pos
n885,n2071,Undirected,20481,,,0.49596,0.49596,Pos
n885,n2081,Undirected,20482,,,0.528449,0.528449,Pos
n885,n2096,Undirected,20483,,,0.440261,0.440261,Pos
n885,n2115,Undirected,20484,,,0.531427,0.531427,Pos
n885,n2129,Undirected,20485,,,0.532799,0.532799,Pos
n885,n2131,Undirected,20486,,,0.444058,0.444058,Pos
n885,n2141,Undirected,20487,,,0.700648,0.700648,Pos
n885,n2160,Undirected,20488,,,0.562807,0.562807,Pos
n885,n2238,Undirected,20489,,,0.582484,0.582484,Pos
n885,n2247,Undirected,20490,,,0.444528,0.444528,Pos
n885,n2268,Undirected,20491,,,0.77578,0.77578,Pos
n885,n2290,Undirected,20492,,,0.536302,0.536302,Pos
n885,n2300,Undirected,20493,,,0.522261,0.522261,Pos
n885,n2301,Undirected,20494,,,0.653004,0.653004,Pos
n885,n2327,Undirected,20495,,,0.483188,0.483188,Pos
n885,n2329,Undirected,20496,,,0.519835,0.519835,Pos
n885,n2361,Undirected,20497,,,0.479525,0.479525,Pos
n885,n2372,Undirected,20498,,,0.459273,0.459273,Pos
n885,n2434,Undirected,20499,,,0.490977,0.490977,Pos
