Source,Target,Type,Id,Label,timeset,Weight,e_correlation,e_relation
n2004,n4097,Undirected,42115,,,0.477368,0.477368,Pos
n2004,n4151,Undirected,42116,,,0.440307,0.440307,Pos
n2004,n4185,Undirected,42117,,,0.551784,0.551784,Pos
n2004,n4334,Undirected,42118,,,0.524307,0.524307,Pos
n2004,n4550,Undirected,42119,,,0.808546,0.808546,Pos
n2004,n4780,Undirected,42120,,,0.50795,0.50795,Pos
n2004,n4788,Undirected,42121,,,0.456727,0.456727,Pos
n2004,n4826,Undirected,42122,,,0.447444,0.447444,Pos
n2004,n4851,Undirected,42123,,,0.673216,0.673216,Pos
n2004,n4939,Undirected,42124,,,0.666281,0.666281,Pos
n2005,n2350,Undirected,42125,,,0.449216,0.449216,Pos
n2005,n2493,Undirected,42126,,,0.521133,0.521133,Pos
n2005,n2635,Undirected,42127,,,0.469425,0.469425,Pos
n2005,n2642,Undirected,42128,,,0.709698,0.709698,Pos
n2005,n2684,Undirected,42129,,,0.448511,0.448511,Pos
n2005,n2820,Undirected,42130,,,0.489627,0.489627,Pos
n2005,n3057,Undirected,42131,,,0.550815,0.550815,Pos
n2005,n3070,Undirected,42132,,,0.581116,0.581116,Pos
n2005,n3212,Undirected,42133,,,0.442876,0.442876,Pos
n2005,n3376,Undirected,42134,,,0.492526,0.492526,Pos
n2005,n3380,Undirected,42135,,,0.701108,0.701108,Pos
n2005,n3517,Undirected,42136,,,0.565417,0.565417,Pos
n2005,n3600,Undirected,42137,,,0.527273,0.527273,Pos
n2005,n4289,Undirected,42138,,,0.462371,0.462371,Pos
n2005,n4503,Undirected,42139,,,0.54448,0.54448,Pos
n2005,n4504,Undirected,42140,,,0.468795,0.468795,Pos
n2005,n4645,Undirected,42141,,,0.481625,0.481625,Pos
n2005,n4661,Undirected,42142,,,0.602484,0.602484,Pos
n2005,n4667,Undirected,42143,,,0.510244,0.510244,Pos
n2005,n4835,Undirected,42144,,,0.526137,0.526137,Pos
n2006,n2168,Undirected,42145,,,0.51716,0.51716,Pos
n2006,n3719,Undirected,42146,,,0.612659,0.612659,Pos
n2006,n3973,Undirected,42147,,,0.564918,0.564918,Pos
n2006,n4577,Undirected,42148,,,0.461529,0.461529,Pos
n2006,n4748,Undirected,42149,,,0.490859,0.490859,Pos
n2006,n4783,Undirected,42150,,,0.604167,0.604167,Pos
n2006,n4857,Undirected,42151,,,0.507703,0.507703,Pos
n2006,n4930,Undirected,42152,,,0.575962,0.575962,Pos
n2006,n4964,Undirected,42153,,,0.522741,0.522741,Pos
n2007,n2035,Undirected,42154,,,0.456171,0.456171,Pos
n2007,n2107,Undirected,42155,,,0.533028,0.533028,Pos
n2007,n2191,Undirected,42156,,,0.553015,0.553015,Pos
n2007,n2204,Undirected,42157,,,0.467876,0.467876,Pos
n2007,n2482,Undirected,42158,,,0.651005,0.651005,Pos
n2007,n2535,Undirected,42159,,,0.645126,0.645126,Pos
n2007,n2640,Undirected,42160,,,0.537137,0.537137,Pos
n2007,n2698,Undirected,42161,,,0.67225,0.67225,Pos
n2007,n3062,Undirected,42162,,,0.488495,0.488495,Pos
n2007,n3245,Undirected,42163,,,0.468552,0.468552,Pos
n2007,n3373,Undirected,42164,,,0.708687,0.708687,Pos
n2007,n3730,Undirected,42165,,,0.480171,0.480171,Pos
n2007,n3844,Undirected,42166,,,0.509288,0.509288,Pos
n2007,n3861,Undirected,42167,,,0.540464,0.540464,Pos
n2007,n4209,Undirected,42168,,,0.465401,0.465401,Pos
n2007,n4214,Undirected,42169,,,0.821069,0.821069,Pos
n2007,n4265,Undirected,42170,,,0.461757,0.461757,Pos
n2007,n4330,Undirected,42171,,,0.650679,0.650679,Pos
n2007,n4434,Undirected,42172,,,0.482133,0.482133,Pos
n2007,n4791,Undirected,42173,,,0.538073,0.538073,Pos
n2007,n4798,Undirected,42174,,,0.659309,0.659309,Pos
n2007,n4913,Undirected,42175,,,0.503384,0.503384,Pos
n2008,n2548,Undirected,42176,,,0.444319,0.444319,Pos
n2009,n4827,Undirected,42177,,,0.441906,0.441906,Pos
n2010,n2222,Undirected,42178,,,0.442635,0.442635,Pos
n2010,n2410,Undirected,42179,,,0.539925,0.539925,Pos
n2010,n4509,Undirected,42180,,,0.481256,0.481256,Pos
n2010,n4560,Undirected,42181,,,0.446199,0.446199,Pos
n2010,n4892,Undirected,42182,,,0.450502,0.450502,Pos
n2011,n2098,Undirected,42183,,,0.454398,0.454398,Pos
n2011,n3894,Undirected,42184,,,0.491109,0.491109,Pos
n2011,n4151,Undirected,42185,,,0.451737,0.451737,Pos
n2011,n4851,Undirected,42186,,,0.447536,0.447536,Pos
n2011,n4939,Undirected,42187,,,0.44245,0.44245,Pos
n2012,n2527,Undirected,42188,,,0.790111,0.790111,Pos
n2012,n2597,Undirected,42189,,,0.770619,0.770619,Pos
n2012,n2947,Undirected,42190,,,0.515422,0.515422,Pos
n2012,n3261,Undirected,42191,,,0.52863,0.52863,Pos
n2012,n3337,Undirected,42192,,,0.54666,0.54666,Pos
n2012,n3414,Undirected,42193,,,0.741109,0.741109,Pos
n2012,n3633,Undirected,42194,,,0.818185,0.818185,Pos
n2012,n4218,Undirected,42195,,,0.511019,0.511019,Pos
n2012,n4360,Undirected,42196,,,0.777264,0.777264,Pos
n2012,n4417,Undirected,42197,,,0.758679,0.758679,Pos
n2012,n4781,Undirected,42198,,,0.636332,0.636332,Pos
n2013,n4430,Undirected,42199,,,0.451185,0.451185,Pos
n2014,n2593,Undirected,42200,,,0.464648,0.464648,Pos
n2014,n3069,Undirected,42201,,,0.445963,0.445963,Pos
n2014,n3375,Undirected,42202,,,0.450842,0.450842,Pos
n2014,n4858,Undirected,42203,,,0.44946,0.44946,Pos
n2015,n2521,Undirected,42204,,,0.597691,0.597691,Pos
n2015,n2768,Undirected,42205,,,0.551266,0.551266,Pos
n2015,n2887,Undirected,42206,,,0.496353,0.496353,Pos
n2015,n3000,Undirected,42207,,,0.553641,0.553641,Pos
n2015,n3202,Undirected,42208,,,0.486145,0.486145,Pos
n2015,n3243,Undirected,42209,,,0.471855,0.471855,Pos
n2015,n3315,Undirected,42210,,,0.540633,0.540633,Pos
n2015,n3321,Undirected,42211,,,0.461768,0.461768,Pos
n2015,n3454,Undirected,42212,,,0.543422,0.543422,Pos
n2015,n4054,Undirected,42213,,,0.445044,0.445044,Pos
n2015,n4082,Undirected,42214,,,0.651719,0.651719,Pos
n2015,n4246,Undirected,42215,,,0.449071,0.449071,Pos
n2015,n4398,Undirected,42216,,,0.534456,0.534456,Pos
n2016,n2581,Undirected,42217,,,0.570913,0.570913,Pos
n2016,n3137,Undirected,42218,,,0.496329,0.496329,Pos
n2016,n3974,Undirected,42219,,,0.493073,0.493073,Pos
n2016,n4025,Undirected,42220,,,0.493772,0.493772,Pos
n2016,n4167,Undirected,42221,,,0.547431,0.547431,Pos
n2016,n4378,Undirected,42222,,,0.442036,0.442036,Pos
n2016,n4592,Undirected,42223,,,0.448244,0.448244,Pos
n2016,n4603,Undirected,42224,,,0.442926,0.442926,Pos
n2016,n4903,Undirected,42225,,,0.510484,0.510484,Pos
n2017,n2141,Undirected,42226,,,0.475591,0.475591,Pos
n2017,n2238,Undirected,42227,,,0.462934,0.462934,Pos
n2017,n2268,Undirected,42228,,,0.468575,0.468575,Pos
n2017,n2301,Undirected,42229,,,0.462994,0.462994,Pos
n2017,n2544,Undirected,42230,,,0.556999,0.556999,Pos
n2017,n2634,Undirected,42231,,,0.557886,0.557886,Pos
n2017,n2719,Undirected,42232,,,0.452035,0.452035,Pos
n2017,n2928,Undirected,42233,,,0.581485,0.581485,Pos
n2017,n2935,Undirected,42234,,,0.462036,0.462036,Pos
n2017,n2963,Undirected,42235,,,0.448096,0.448096,Pos
n2017,n2970,Undirected,42236,,,0.499992,0.499992,Pos
n2017,n2971,Undirected,42237,,,0.53183,0.53183,Pos
n2017,n3006,Undirected,42238,,,0.525322,0.525322,Pos
n2017,n3027,Undirected,42239,,,0.505019,0.505019,Pos
n2017,n3041,Undirected,42240,,,0.464169,0.464169,Pos
n2017,n3223,Undirected,42241,,,0.445733,0.445733,Pos
n2017,n3366,Undirected,42242,,,0.570549,0.570549,Pos
n2017,n3400,Undirected,42243,,,0.463393,0.463393,Pos
n2017,n3466,Undirected,42244,,,0.45658,0.45658,Pos
n2017,n3620,Undirected,42245,,,0.457634,0.457634,Pos
n2017,n3764,Undirected,42246,,,0.544479,0.544479,Pos
n2017,n3798,Undirected,42247,,,0.446447,0.446447,Pos
n2017,n3819,Undirected,42248,,,0.468697,0.468697,Pos
n2017,n3898,Undirected,42249,,,0.509177,0.509177,Pos
n2017,n3929,Undirected,42250,,,0.44167,0.44167,Pos
n2017,n3958,Undirected,42251,,,0.514066,0.514066,Pos
n2017,n4027,Undirected,42252,,,0.47144,0.47144,Pos
n2017,n4063,Undirected,42253,,,0.490472,0.490472,Pos
n2017,n4444,Undirected,42254,,,0.469503,0.469503,Pos
n2017,n4488,Undirected,42255,,,0.463197,0.463197,Pos
n2017,n4567,Undirected,42256,,,0.458325,0.458325,Pos
n2017,n4590,Undirected,42257,,,0.524294,0.524294,Pos
n2017,n4685,Undirected,42258,,,0.523999,0.523999,Pos
n2017,n4707,Undirected,42259,,,0.571981,0.571981,Pos
n2017,n4756,Undirected,42260,,,0.543444,0.543444,Pos
n2017,n4833,Undirected,42261,,,0.478842,0.478842,Pos
n2017,n4941,Undirected,42262,,,0.501436,0.501436,Pos
n2017,n4970,Undirected,42263,,,0.477267,0.477267,Pos
n2018,n2222,Undirected,42264,,,0.644472,0.644472,Pos
n2018,n2277,Undirected,42265,,,0.461347,0.461347,Pos
n2018,n2896,Undirected,42266,,,0.46033,0.46033,Pos
n2018,n2995,Undirected,42267,,,0.516279,0.516279,Pos
n2018,n3176,Undirected,42268,,,0.450265,0.450265,Pos
n2018,n4892,Undirected,42269,,,0.631724,0.631724,Pos
n2020,n2178,Undirected,42270,,,0.489531,0.489531,Pos
n2020,n2191,Undirected,42271,,,0.537893,0.537893,Pos
n2020,n2306,Undirected,42272,,,0.491927,0.491927,Pos
n2020,n2666,Undirected,42273,,,0.444849,0.444849,Pos
n2020,n2807,Undirected,42274,,,0.464242,0.464242,Pos
n2020,n3199,Undirected,42275,,,0.504693,0.504693,Pos
n2020,n3453,Undirected,42276,,,0.493642,0.493642,Pos
n2020,n4085,Undirected,42277,,,0.505663,0.505663,Pos
n2020,n4214,Undirected,42278,,,0.481143,0.481143,Pos
n2020,n4602,Undirected,42279,,,0.506033,0.506033,Pos
n2020,n4859,Undirected,42280,,,0.457277,0.457277,Pos
n2020,n4909,Undirected,42281,,,0.505731,0.505731,Pos
n2020,n4913,Undirected,42282,,,0.472498,0.472498,Pos
n2021,n2417,Undirected,42283,,,0.483724,0.483724,Pos
n2021,n2441,Undirected,42284,,,0.48456,0.48456,Pos
n2021,n2592,Undirected,42285,,,0.483752,0.483752,Pos
n2021,n3125,Undirected,42286,,,0.484405,0.484405,Pos
n2021,n3155,Undirected,42287,,,0.484634,0.484634,Pos
n2021,n3518,Undirected,42288,,,0.476404,0.476404,Pos
n2021,n3785,Undirected,42289,,,0.484647,0.484647,Pos
n2021,n3809,Undirected,42290,,,0.484693,0.484693,Pos
n2021,n3935,Undirected,42291,,,0.484572,0.484572,Pos
n2021,n4580,Undirected,42292,,,0.484622,0.484622,Pos
n2021,n4587,Undirected,42293,,,0.484673,0.484673,Pos
n2023,n4272,Undirected,42294,,,0.576163,0.576163,Pos
n2023,n4392,Undirected,42295,,,0.46032,0.46032,Pos
n2024,n2558,Undirected,42296,,,0.551762,0.551762,Pos
n2025,n4153,Undirected,42297,,,0.459592,0.459592,Pos
n2026,n2038,Undirected,42298,,,0.500017,0.500017,Pos
n2026,n2256,Undirected,42299,,,0.521894,0.521894,Pos
n2026,n2595,Undirected,42300,,,0.526542,0.526542,Pos
n2026,n2641,Undirected,42301,,,0.451477,0.451477,Pos
n2026,n2915,Undirected,42302,,,0.50132,0.50132,Pos
n2026,n3114,Undirected,42303,,,0.478351,0.478351,Pos
n2026,n3445,Undirected,42304,,,0.516965,0.516965,Pos
n2026,n4057,Undirected,42305,,,0.496164,0.496164,Pos
n2026,n4281,Undirected,42306,,,0.447521,0.447521,Pos
n2026,n4938,Undirected,42307,,,0.441722,0.441722,Pos
n2027,n4259,Undirected,42308,,,0.468786,0.468786,Pos
n2028,n2114,Undirected,42309,,,0.525125,0.525125,Pos
n2028,n2140,Undirected,42310,,,0.455299,0.455299,Pos
n2028,n2150,Undirected,42311,,,0.452413,0.452413,Pos
n2028,n2212,Undirected,42312,,,0.495266,0.495266,Pos
n2028,n2232,Undirected,42313,,,0.49141,0.49141,Pos
n2028,n2392,Undirected,42314,,,0.445279,0.445279,Pos
n2028,n2570,Undirected,42315,,,0.449613,0.449613,Pos
n2028,n2911,Undirected,42316,,,0.645162,0.645162,Pos
n2028,n2968,Undirected,42317,,,0.456388,0.456388,Pos
n2028,n3282,Undirected,42318,,,0.457756,0.457756,Pos
n2028,n3690,Undirected,42319,,,0.531853,0.531853,Pos
n2028,n3833,Undirected,42320,,,0.535874,0.535874,Pos
n2028,n3881,Undirected,42321,,,0.505321,0.505321,Pos
n2028,n4156,Undirected,42322,,,0.500414,0.500414,Pos
n2028,n4438,Undirected,42323,,,0.57646,0.57646,Pos
n2028,n4496,Undirected,42324,,,0.471026,0.471026,Pos
n2028,n4516,Undirected,42325,,,0.48804,0.48804,Pos
n2028,n4585,Undirected,42326,,,0.492376,0.492376,Pos
n2028,n4621,Undirected,42327,,,0.488651,0.488651,Pos
n2029,n2415,Undirected,42328,,,0.481306,0.481306,Pos
n2029,n2838,Undirected,42329,,,0.516956,0.516956,Pos
n2029,n2905,Undirected,42330,,,0.474853,0.474853,Pos
n2029,n3055,Undirected,42331,,,0.485059,0.485059,Pos
n2029,n3440,Undirected,42332,,,0.459338,0.459338,Pos
n2029,n3822,Undirected,42333,,,0.458957,0.458957,Pos
n2029,n4068,Undirected,42334,,,0.495794,0.495794,Pos
n2029,n4341,Undirected,42335,,,0.584218,0.584218,Pos
n2029,n4509,Undirected,42336,,,0.472401,0.472401,Pos
n2029,n4660,Undirected,42337,,,0.445296,0.445296,Pos
n2029,n4981,Undirected,42338,,,0.569644,0.569644,Pos
n2030,n3562,Undirected,42339,,,0.511679,0.511679,Pos
n2030,n3734,Undirected,42340,,,0.472599,0.472599,Pos
n2030,n4179,Undirected,42341,,,0.446609,0.446609,Pos
n2031,n3087,Undirected,42342,,,0.478277,0.478277,Pos
n2031,n3346,Undirected,42343,,,0.474662,0.474662,Pos
n2031,n3741,Undirected,42344,,,0.455911,0.455911,Pos
n2031,n4019,Undirected,42345,,,0.449869,0.449869,Pos
n2031,n4958,Undirected,42346,,,0.519187,0.519187,Pos
n2032,n2178,Undirected,42347,,,0.477474,0.477474,Pos
n2032,n2306,Undirected,42348,,,0.479224,0.479224,Pos
n2032,n3199,Undirected,42349,,,0.494116,0.494116,Pos
n2032,n3411,Undirected,42350,,,0.443185,0.443185,Pos
n2032,n3647,Undirected,42351,,,0.44158,0.44158,Pos
n2032,n4085,Undirected,42352,,,0.48945,0.48945,Pos
n2032,n4602,Undirected,42353,,,0.49383,0.49383,Pos
n2032,n4909,Undirected,42354,,,0.492953,0.492953,Pos
n2034,n2064,Undirected,42355,,,0.461972,0.461972,Pos
n2034,n2801,Undirected,42356,,,0.448187,0.448187,Pos
n2034,n3391,Undirected,42357,,,0.441393,0.441393,Pos
n2034,n3603,Undirected,42358,,,0.502858,0.502858,Pos
n2034,n4046,Undirected,42359,,,0.458227,0.458227,Pos
n2034,n4877,Undirected,42360,,,0.594594,0.594594,Pos
n2035,n3062,Undirected,42361,,,0.485897,0.485897,Pos
n2035,n3373,Undirected,42362,,,0.510412,0.510412,Pos
n2035,n4214,Undirected,42363,,,0.491904,0.491904,Pos
n2035,n4798,Undirected,42364,,,0.47568,0.47568,Pos
n2036,n2346,Undirected,42365,,,0.474597,0.474597,Pos
n2036,n2463,Undirected,42366,,,0.443408,0.443408,Pos
n2036,n2924,Undirected,42367,,,0.549708,0.549708,Pos
n2036,n3312,Undirected,42368,,,0.455518,0.455518,Pos
n2036,n3558,Undirected,42369,,,0.609911,0.609911,Pos
n2036,n4933,Undirected,42370,,,0.460687,0.460687,Pos
n2036,n4970,Undirected,42371,,,0.493026,0.493026,Pos
n2037,n2066,Undirected,42372,,,0.478276,0.478276,Pos
n2037,n2088,Undirected,42373,,,0.454743,0.454743,Pos
n2037,n2169,Undirected,42374,,,0.552083,0.552083,Pos
n2037,n2194,Undirected,42375,,,0.535892,0.535892,Pos
n2037,n2245,Undirected,42376,,,0.465854,0.465853,Pos
n2037,n2529,Undirected,42377,,,0.447272,0.447272,Pos
n2037,n2801,Undirected,42378,,,0.530931,0.530931,Pos
n2037,n3105,Undirected,42379,,,0.505495,0.505495,Pos
n2037,n3391,Undirected,42380,,,0.472172,0.472172,Pos
n2037,n3496,Undirected,42381,,,0.621812,0.621812,Pos
n2037,n4046,Undirected,42382,,,0.515059,0.515059,Pos
n2037,n4349,Undirected,42383,,,0.454139,0.454139,Pos
n2037,n4407,Undirected,42384,,,0.525192,0.525192,Pos
n2037,n4758,Undirected,42385,,,0.500432,0.500432,Pos
n2037,n4782,Undirected,42386,,,0.4907,0.4907,Pos
n2037,n4841,Undirected,42387,,,0.441094,0.441094,Pos
n2037,n4877,Undirected,42388,,,0.449847,0.449847,Pos
n2038,n2256,Undirected,42389,,,0.846927,0.846927,Pos
n2038,n2260,Undirected,42390,,,0.614335,0.614335,Pos
n2038,n2267,Undirected,42391,,,0.526814,0.526813,Pos
n2038,n2328,Undirected,42392,,,0.583517,0.583517,Pos
n2038,n2373,Undirected,42393,,,0.44388,0.44388,Pos
n2038,n2595,Undirected,42394,,,0.854638,0.854638,Pos
n2038,n2641,Undirected,42395,,,0.713686,0.713686,Pos
n2038,n2799,Undirected,42396,,,0.468096,0.468096,Pos
n2038,n2882,Undirected,42397,,,0.535115,0.535115,Pos
n2038,n2915,Undirected,42398,,,0.738502,0.738502,Pos
n2038,n2973,Undirected,42399,,,0.601137,0.601137,Pos
n2038,n3073,Undirected,42400,,,0.512295,0.512295,Pos
n2038,n3114,Undirected,42401,,,0.727712,0.727712,Pos
n2038,n3211,Undirected,42402,,,0.505128,0.505128,Pos
n2038,n3445,Undirected,42403,,,0.783298,0.783298,Pos
n2038,n3507,Undirected,42404,,,0.488199,0.488199,Pos
n2038,n3522,Undirected,42405,,,0.440336,0.440336,Pos
n2038,n4057,Undirected,42406,,,0.665001,0.665001,Pos
n2038,n4281,Undirected,42407,,,0.665853,0.665853,Pos
n2038,n4682,Undirected,42408,,,0.59814,0.59814,Pos
n2038,n4938,Undirected,42409,,,0.706557,0.706557,Pos
n2040,n4511,Undirected,42410,,,0.572162,0.572162,Pos
n2041,n3884,Undirected,42411,,,0.454267,0.454267,Pos
n2042,n2124,Undirected,42412,,,0.440298,0.440298,Pos
n2043,n2295,Undirected,42413,,,0.444881,0.444881,Pos
n2043,n2680,Undirected,42414,,,0.696183,0.696183,Pos
n2043,n2955,Undirected,42415,,,0.583293,0.583293,Pos
n2043,n3093,Undirected,42416,,,0.729279,0.729279,Pos
n2043,n3484,Undirected,42417,,,0.622715,0.622715,Pos
n2043,n3601,Undirected,42418,,,0.519344,0.519344,Pos
n2043,n3912,Undirected,42419,,,0.551268,0.551268,Pos
n2043,n3918,Undirected,42420,,,0.558493,0.558493,Pos
n2043,n4045,Undirected,42421,,,0.442493,0.442493,Pos
n2043,n4089,Undirected,42422,,,0.614223,0.614223,Pos
n2043,n4312,Undirected,42423,,,0.623626,0.623626,Pos
n2043,n4369,Undirected,42424,,,0.532413,0.532413,Pos
n2043,n4535,Undirected,42425,,,0.441811,0.441811,Pos
n2043,n4712,Undirected,42426,,,0.731804,0.731804,Pos
n2044,n3010,Undirected,42427,,,0.705441,0.705441,Pos
n2044,n3093,Undirected,42428,,,0.716062,0.716062,Pos
n2044,n3249,Undirected,42429,,,0.450205,0.450205,Pos
n2044,n3936,Undirected,42430,,,0.635132,0.635132,Pos
n2044,n4123,Undirected,42431,,,0.493039,0.493039,Pos
n2044,n4172,Undirected,42432,,,0.536375,0.536375,Pos
n2044,n4706,Undirected,42433,,,0.460252,0.460252,Pos
n2044,n4712,Undirected,42434,,,0.488212,0.488212,Pos
n2046,n2101,Undirected,42435,,,0.525303,0.525303,Pos
n2046,n3580,Undirected,42436,,,0.48175,0.48175,Pos
n2046,n4415,Undirected,42437,,,0.464333,0.464333,Pos
n2047,n2048,Undirected,42438,,,0.547407,0.547407,Pos
n2047,n2086,Undirected,42439,,,0.545047,0.545047,Pos
n2047,n2175,Undirected,42440,,,0.444365,0.444365,Pos
n2047,n2808,Undirected,42441,,,0.546316,0.546316,Pos
n2047,n2815,Undirected,42442,,,0.467599,0.467599,Pos
n2047,n2883,Undirected,42443,,,0.501406,0.501406,Pos
n2047,n2892,Undirected,42444,,,0.44305,0.44305,Pos
n2047,n2934,Undirected,42445,,,0.612545,0.612545,Pos
n2047,n3670,Undirected,42446,,,0.73392,0.73392,Pos
n2047,n3702,Undirected,42447,,,0.774331,0.774331,Pos
n2047,n3713,Undirected,42448,,,0.653318,0.653318,Pos
n2047,n3724,Undirected,42449,,,0.556159,0.556159,Pos
n2047,n3771,Undirected,42450,,,0.952417,0.952417,Pos
n2047,n3878,Undirected,42451,,,0.503868,0.503868,Pos
n2047,n3972,Undirected,42452,,,0.670168,0.670168,Pos
n2047,n3998,Undirected,42453,,,0.540916,0.540916,Pos
n2047,n4100,Undirected,42454,,,0.45725,0.45725,Pos
n2047,n4133,Undirected,42455,,,0.607859,0.607859,Pos
n2047,n4454,Undirected,42456,,,0.611319,0.611319,Pos
n2047,n4493,Undirected,42457,,,0.599038,0.599038,Pos
n2047,n4495,Undirected,42458,,,0.895085,0.895085,Pos
n2047,n4618,Undirected,42459,,,0.550287,0.550287,Pos
n2047,n4630,Undirected,42460,,,0.642026,0.642026,Pos
n2047,n4714,Undirected,42461,,,0.45595,0.45595,Pos
n2047,n4752,Undirected,42462,,,0.594625,0.594625,Pos
n2047,n4846,Undirected,42463,,,0.610096,0.610096,Pos
n2047,n4847,Undirected,42464,,,0.7738,0.7738,Pos
n2047,n4908,Undirected,42465,,,0.564292,0.564292,Pos
n2048,n2248,Undirected,42466,,,0.514995,0.514995,Pos
n2048,n2355,Undirected,42467,,,0.513884,0.513884,Pos
n2048,n2483,Undirected,42468,,,0.489426,0.489426,Pos
n2048,n2780,Undirected,42469,,,0.442355,0.442355,Pos
n2048,n2808,Undirected,42470,,,0.497191,0.497191,Pos
n2048,n2838,Undirected,42471,,,0.459104,0.459104,Pos
n2048,n2934,Undirected,42472,,,0.447943,0.447943,Pos
n2048,n3080,Undirected,42473,,,0.47854,0.47854,Pos
n2048,n3124,Undirected,42474,,,0.472521,0.472521,Pos
n2048,n3536,Undirected,42475,,,0.572764,0.572764,Pos
n2048,n3670,Undirected,42476,,,0.676746,0.676746,Pos
n2048,n3681,Undirected,42477,,,0.495654,0.495654,Pos
n2048,n3702,Undirected,42478,,,0.710368,0.710368,Pos
n2048,n3713,Undirected,42479,,,0.596976,0.596976,Pos
n2048,n3724,Undirected,42480,,,0.509066,0.509066,Pos
n2048,n3771,Undirected,42481,,,0.642323,0.642323,Pos
n2048,n3878,Undirected,42482,,,0.481285,0.481285,Pos
n2048,n3972,Undirected,42483,,,0.610379,0.610379,Pos
n2048,n3998,Undirected,42484,,,0.713944,0.713944,Pos
n2048,n4133,Undirected,42485,,,0.557945,0.557945,Pos
n2048,n4454,Undirected,42486,,,0.559486,0.559486,Pos
n2048,n4493,Undirected,42487,,,0.548134,0.548134,Pos
n2048,n4495,Undirected,42488,,,0.561722,0.561722,Pos
n2048,n4542,Undirected,42489,,,0.515212,0.515212,Pos
n2048,n4618,Undirected,42490,,,0.500147,0.500147,Pos
n2048,n4630,Undirected,42491,,,0.586023,0.586023,Pos
n2048,n4700,Undirected,42492,,,0.505446,0.505446,Pos
n2048,n4714,Undirected,42493,,,0.440908,0.440908,Pos
n2048,n4752,Undirected,42494,,,0.545767,0.545767,Pos
n2048,n4846,Undirected,42495,,,0.581212,0.581212,Pos
n2048,n4847,Undirected,42496,,,0.710628,0.710628,Pos
n2048,n4908,Undirected,42497,,,0.508837,0.508837,Pos
n2048,n4968,Undirected,42498,,,0.659556,0.659556,Pos
n2049,n2591,Undirected,42499,,,0.4868,0.4868,Pos
n2050,n2075,Undirected,42500,,,0.456871,0.456871,Pos
n2050,n2197,Undirected,42501,,,0.462233,0.462233,Pos
n2050,n2371,Undirected,42502,,,0.542263,0.542263,Pos
n2050,n2544,Undirected,42503,,,0.513579,0.513579,Pos
n2050,n2848,Undirected,42504,,,0.470131,0.470131,Pos
n2050,n3081,Undirected,42505,,,0.48079,0.48079,Pos
n2050,n3087,Undirected,42506,,,0.476157,0.476157,Pos
n2050,n3259,Undirected,42507,,,0.442944,0.442944,Pos
n2050,n3297,Undirected,42508,,,0.445518,0.445518,Pos
n2050,n3308,Undirected,42509,,,0.492014,0.492014,Pos
n2050,n3741,Undirected,42510,,,0.520774,0.520774,Pos
n2050,n3902,Undirected,42511,,,0.440704,0.440704,Pos
n2050,n4203,Undirected,42512,,,0.445228,0.445228,Pos
n2050,n4351,Undirected,42513,,,0.465388,0.465388,Pos
n2050,n4818,Undirected,42514,,,0.443368,0.443368,Pos
n2051,n3684,Undirected,42515,,,0.518674,0.518674,Pos
n2052,n2126,Undirected,42516,,,0.448149,0.448149,Pos
n2052,n2215,Undirected,42517,,,0.47079,0.47079,Pos
n2052,n2271,Undirected,42518,,,0.464777,0.464777,Pos
n2052,n2870,Undirected,42519,,,0.448194,0.448194,Pos
n2052,n3342,Undirected,42520,,,0.471978,0.471978,Pos
n2052,n3402,Undirected,42521,,,0.469864,0.469864,Pos
n2052,n3421,Undirected,42522,,,0.470957,0.470957,Pos
n2052,n3667,Undirected,42523,,,0.469599,0.469599,Pos
n2052,n3920,Undirected,42524,,,0.471445,0.471445,Pos
n2052,n4245,Undirected,42525,,,0.46804,0.46804,Pos
n2053,n2935,Undirected,42526,,,0.48342,0.48342,Pos
n2053,n3400,Undirected,42527,,,0.446424,0.446424,Pos
n2053,n3764,Undirected,42528,,,0.462052,0.462052,Pos
n2053,n3819,Undirected,42529,,,0.453622,0.453622,Pos
n2053,n3958,Undirected,42530,,,0.482664,0.482664,Pos
n2053,n4063,Undirected,42531,,,0.459836,0.459836,Pos
n2054,n2247,Undirected,42532,,,0.471086,0.471086,Pos
n2054,n2673,Undirected,42533,,,0.461194,0.461194,Pos
n2054,n3427,Undirected,42534,,,0.45914,0.45914,Pos
n2054,n3944,Undirected,42535,,,0.491037,0.491037,Pos
n2054,n4072,Undirected,42536,,,0.471891,0.471891,Pos
n2054,n4227,Undirected,42537,,,0.50886,0.50886,Pos
n2054,n4867,Undirected,42538,,,0.454076,0.454076,Pos
n2055,n2314,Undirected,42539,,,0.531869,0.531869,Pos
n2055,n2333,Undirected,42540,,,0.441099,0.441099,Pos
n2055,n3420,Undirected,42541,,,0.469399,0.469399,Pos
n2056,n3391,Undirected,42542,,,0.455919,0.455919,Pos
n2057,n2558,Undirected,42543,,,0.44906,0.44906,Pos
n2057,n2812,Undirected,42544,,,0.477903,0.477903,Pos
n2057,n3549,Undirected,42545,,,0.453064,0.453064,Pos
n2057,n4370,Undirected,42546,,,0.48313,0.48313,Pos
n2058,n2108,Undirected,42547,,,0.475166,0.475166,Pos
n2058,n2316,Undirected,42548,,,0.548381,0.548381,Pos
n2058,n2433,Undirected,42549,,,0.45981,0.45981,Pos
n2058,n2876,Undirected,42550,,,0.551797,0.551797,Pos
